Country,Year,Attacks
SIERRA LEONE,1827.0,2
SIERRA LEONE,1828.0,1
SIERRA LEONE,1889.0,1
SINGAPORE,1861.0,1
SINGAPORE,1926.0,1
SINGAPORE,1950.0,1
SINGAPORE,1954.0,1
SINGAPORE,1966.0,1
SOLOMON ISLANDS,1942.0,4
SOLOMON ISLANDS,0.0,2
SOLOMON ISLANDS,1957.0,2
SOLOMON ISLANDS,1963.0,2
SOLOMON ISLANDS,1855.0,1
SOLOMON ISLANDS,1912.0,1
SOLOMON ISLANDS,1924.0,1
SOLOMON ISLANDS,1935.0,1
SOLOMON ISLANDS,1937.0,1
SOLOMON ISLANDS,1941.0,1
SOLOMON ISLANDS,1943.0,1
SOLOMON ISLANDS,1959.0,1
SOLOMON ISLANDS,1962.0,1
SOLOMON ISLANDS,1970.0,1
SOLOMON ISLANDS,2005.0,1
SOLOMON ISLANDS,2007.0,1
SOLOMON ISLANDS,2009.0,1
SOLOMON ISLANDS,2017.0,1
SOLOMON ISLANDS / VANUATU,1942.0,1
SOMALIA,1993.0,3
SOMALIA,2009.0,1
SOUTH AFRICA,1998.0,19
SOUTH AFRICA,1986.0,11
SOUTH AFRICA,1963.0,10
SOUTH AFRICA,1983.0,10
SOUTH AFRICA,2006.0,10
SOUTH AFRICA,2011.0,10
SOUTH AFRICA,2015.0,10
SOUTH AFRICA,1984.0,9
SOUTH AFRICA,1989.0,9
SOUTH AFRICA,1994.0,9
SOUTH AFRICA,2004.0,9
SOUTH AFRICA,2009.0,9
SOUTH AFRICA,0.0,8
SOUTH AFRICA,1944.0,8
SOUTH AFRICA,1961.0,8
SOUTH AFRICA,1964.0,8
SOUTH AFRICA,1974.0,8
SOUTH AFRICA,1980.0,8
SOUTH AFRICA,2013.0,8
SOUTH AFRICA,1975.0,7
SOUTH AFRICA,1981.0,7
SOUTH AFRICA,1982.0,7
SOUTH AFRICA,1985.0,7
SOUTH AFRICA,2005.0,7
SOUTH AFRICA,2010.0,7
SOUTH AFRICA,1946.0,6
SOUTH AFRICA,1947.0,6
SOUTH AFRICA,1957.0,6
SOUTH AFRICA,1977.0,6
SOUTH AFRICA,1999.0,6
SOUTH AFRICA,2008.0,6
SOUTH AFRICA,1950.0,5
SOUTH AFRICA,1951.0,5
SOUTH AFRICA,1958.0,5
SOUTH AFRICA,1960.0,5
SOUTH AFRICA,1962.0,5
SOUTH AFRICA,1979.0,5
SOUTH AFRICA,1988.0,5
SOUTH AFRICA,2000.0,5
SOUTH AFRICA,2002.0,5
SOUTH AFRICA,1940.0,4
SOUTH AFRICA,1959.0,4
SOUTH AFRICA,1971.0,4
SOUTH AFRICA,1972.0,4
SOUTH AFRICA,1973.0,4
SOUTH AFRICA,1978.0,4
SOUTH AFRICA,1990.0,4
SOUTH AFRICA,1996.0,4
SOUTH AFRICA,2012.0,4
SOUTH AFRICA,2016.0,4
SOUTH AFRICA,2017.0,4
SOUTH AFRICA,2018.0,4
SOUTH AFRICA,1942.0,3
SOUTH AFRICA,1943.0,3
SOUTH AFRICA,1965.0,3
SOUTH AFRICA,1966.0,3
SOUTH AFRICA,1967.0,3
SOUTH AFRICA,1968.0,3
SOUTH AFRICA,1987.0,3
SOUTH AFRICA,1992.0,3
SOUTH AFRICA,1997.0,3
SOUTH AFRICA,2001.0,3
SOUTH AFRICA,2003.0,3
SOUTH AFRICA,2007.0,3
SOUTH AFRICA,2014.0,3
SOUTH AFRICA,1852.0,2
SOUTH AFRICA,1886.0,2
SOUTH AFRICA,1900.0,2
SOUTH AFRICA,1905.0,2
SOUTH AFRICA,1911.0,2
SOUTH AFRICA,1920.0,2
SOUTH AFRICA,1924.0,2
SOUTH AFRICA,1926.0,2
SOUTH AFRICA,1927.0,2
SOUTH AFRICA,1928.0,2
SOUTH AFRICA,1930.0,2
SOUTH AFRICA,1934.0,2
SOUTH AFRICA,1935.0,2
SOUTH AFRICA,1938.0,2
SOUTH AFRICA,1953.0,2
SOUTH AFRICA,1956.0,2
SOUTH AFRICA,1976.0,2
SOUTH AFRICA,1991.0,2
SOUTH AFRICA,1993.0,2
SOUTH AFRICA,1995.0,2
SOUTH AFRICA,1862.0,1
SOUTH AFRICA,1865.0,1
SOUTH AFRICA,1878.0,1
SOUTH AFRICA,1884.0,1
SOUTH AFRICA,1885.0,1
SOUTH AFRICA,1887.0,1
SOUTH AFRICA,1888.0,1
SOUTH AFRICA,1890.0,1
SOUTH AFRICA,1894.0,1
SOUTH AFRICA,1895.0,1
SOUTH AFRICA,1897.0,1
SOUTH AFRICA,1899.0,1
SOUTH AFRICA,1901.0,1
SOUTH AFRICA,1906.0,1
SOUTH AFRICA,1908.0,1
SOUTH AFRICA,1909.0,1
SOUTH AFRICA,1922.0,1
SOUTH AFRICA,1932.0,1
SOUTH AFRICA,1945.0,1
SOUTH AFRICA,1948.0,1
SOUTH AFRICA,1954.0,1
SOUTH AFRICA,1955.0,1
SOUTH AFRICA,1970.0,1
SOUTH ATLANTIC OCEAN,1941.0,4
SOUTH ATLANTIC OCEAN,1878.0,2
SOUTH ATLANTIC OCEAN,1872.0,1
SOUTH ATLANTIC OCEAN,1893.0,1
SOUTH ATLANTIC OCEAN,1926.0,1
SOUTH ATLANTIC OCEAN,1962.0,1
SOUTH CHINA SEA,1979.0,1
SOUTH KOREA,1959.0,1
SOUTH KOREA,1981.0,1
SOUTH KOREA,1986.0,1
SOUTH KOREA,1988.0,1
SOUTH KOREA,1995.0,1
SOUTH KOREA,1996.0,1
SOUTH KOREA,2005.0,1
SOUTH KOREA,2010.0,1
SOUTH PACIFIC OCEAN,1944.0,1
SOUTH PACIFIC OCEAN,1965.0,1
SOUTHWEST PACIFIC OCEAN,1942.0,2
SPAIN,1862.0,3
SPAIN,2014.0,3
SPAIN,2017.0,3
SPAIN,1986.0,2
SPAIN,2016.0,2
SPAIN,1764.0,1
SPAIN,1864.0,1
SPAIN,1908.0,1
SPAIN,1909.0,1
SPAIN,1911.0,1
SPAIN,1912.0,1
SPAIN,1916.0,1
SPAIN,1925.0,1
SPAIN,1929.0,1
SPAIN,1930.0,1
SPAIN,1962.0,1
SPAIN,1970.0,1
SPAIN,1980.0,1
SPAIN,1993.0,1
SPAIN,2010.0,1
SPAIN,2015.0,1
SRI LANKA,1817.0,2
SRI LANKA,1950.0,2
SRI LANKA,1960.0,2
SRI LANKA,0.0,1
SRI LANKA,1871.0,1
SRI LANKA,1896.0,1
SRI LANKA,1898.0,1
SRI LANKA,1939.0,1
SRI LANKA,1970.0,1
"ST HELENA, British overseas territory",2017.0,2
ST. MAARTIN,2005.0,1
ST. MARTIN,2014.0,1
SUDAN,0.0,2
SUDAN,1952.0,1
SUDAN,1966.0,1
SUDAN?,1954.0,1
Sierra Leone,2006.0,1
TAIWAN,1964.0,2
TAIWAN,1966.0,2
TAIWAN,1958.0,1
TAIWAN,2008.0,1
TAIWAN,2009.0,1
TAIWAN,2012.0,1
TAIWAN,2013.0,1
TANZANIA,2000.0,2
TANZANIA,1946.0,1
TANZANIA,1961.0,1
TASMAN SEA,1835.0,1
THAILAND,2018.0,2
THAILAND,1979.0,1
THAILAND,2000.0,1
THAILAND,2001.0,1
THAILAND,2005.0,1
THAILAND,2015.0,1
THE BALKANS,1954.0,1
TOBAGO,1815.0,1
TOBAGO,1858.0,1
TONGA,1993.0,2
TONGA,1852.0,1
TONGA,1858.0,1
TONGA,1931.0,1
TONGA,1958.0,1
TONGA,1967.0,1
TONGA,1980.0,1
TONGA,1995.0,1
TONGA,2002.0,1
TONGA,2006.0,1
TONGA,2010.0,1
TONGA,2012.0,1
TRINIDAD & TOBAGO,1938.0,1
TRINIDAD & TOBAGO,2014.0,1
TUNISIA,1909.0,1
TUNISIA,1982.0,1
TURKEY,1848.0,1
TURKEY,1929.0,1
TURKEY,1930.0,1
TURKEY,1934.0,1
TURKEY,1938.0,1
TURKEY,1967.0,1
TURKEY,1971.0,1
TURKS & CAICOS,2002.0,2
TURKS & CAICOS,2011.0,2
UNITED ARAB EMIRATES,2016.0,1
UNITED ARAB EMIRATES,2017.0,1
UNITED ARAB EMIRATES (UAE),2010.0,1
UNITED KINGDOM,1956.0,2
UNITED KINGDOM,1954.0,1
UNITED KINGDOM,1967.0,1
UNITED KINGDOM,2001.0,1
UNITED KINGDOM,2002.0,1
UNITED KINGDOM,2008.0,1
UNITED KINGDOM,2009.0,1
UNITED KINGDOM,2017.0,1
URUGUAY,0.0,1
URUGUAY,1883.0,1
URUGUAY,2004.0,1
USA,2015.0,61
USA,2014.0,60
USA,2007.0,59
USA,2012.0,56
USA,2013.0,55
USA,2016.0,55
USA,2008.0,53
USA,2003.0,51
USA,2017.0,51
USA,2006.0,49
USA,2001.0,48
USA,2002.0,47
USA,2000.0,45
USA,2005.0,44
USA,2011.0,42
USA,2010.0,39
USA,1995.0,38
USA,2009.0,36
USA,1999.0,32
USA,2004.0,30
USA,1981.0,25
USA,1988.0,25
USA,1997.0,25
USA,1998.0,25
USA,1996.0,23
USA,1983.0,21
USA,1991.0,21
USA,1994.0,21
USA,1992.0,20
USA,1989.0,19
USA,1990.0,18
USA,1960.0,17
USA,1975.0,17
USA,1976.0,17
USA,1982.0,17
USA,1984.0,17
USA,1993.0,17
USA,1959.0,16
USA,1962.0,16
USA,1985.0,15
USA,0.0,14
USA,1969.0,14
USA,1974.0,13
USA,1987.0,13
USA,1966.0,12
USA,1953.0,11
USA,1958.0,11
USA,1961.0,11
USA,1916.0,10
USA,1952.0,10
USA,1986.0,10
USA,2018.0,10
USA,1955.0,9
USA,1956.0,9
USA,1957.0,9
USA,1978.0,9
USA,1980.0,9
USA,1894.0,8
USA,1931.0,8
USA,1965.0,8
USA,1968.0,8
USA,1970.0,8
USA,1972.0,8
USA,1979.0,8
USA,1911.0,7
USA,1963.0,7
USA,1964.0,7
USA,1977.0,7
USA,1906.0,6
USA,1933.0,6
USA,1936.0,6
USA,1950.0,6
USA,1905.0,5
USA,1907.0,5
USA,1926.0,5
USA,1929.0,5
USA,1948.0,5
USA,1954.0,5
USA,1967.0,5
USA,1853.0,4
USA,1897.0,4
USA,1898.0,4
USA,1899.0,4
USA,1909.0,4
USA,1914.0,4
USA,1917.0,4
USA,1919.0,4
USA,1922.0,4
USA,1924.0,4
USA,1928.0,4
USA,1930.0,4
USA,1932.0,4
USA,1938.0,4
USA,1939.0,4
USA,1941.0,4
USA,1943.0,4
USA,1971.0,4
USA,1973.0,4
USA,1847.0,3
USA,1878.0,3
USA,1881.0,3
USA,1883.0,3
USA,1885.0,3
USA,1896.0,3
USA,1900.0,3
USA,1902.0,3
USA,1904.0,3
USA,1908.0,3
USA,1923.0,3
USA,1937.0,3
USA,1940.0,3
USA,1947.0,3
USA,1837.0,2
USA,1845.0,2
USA,1849.0,2
USA,1851.0,2
USA,1852.0,2
USA,1863.0,2
USA,1864.0,2
USA,1865.0,2
USA,1871.0,2
USA,1874.0,2
USA,1876.0,2
USA,1879.0,2
USA,1889.0,2
USA,1895.0,2
USA,1903.0,2
USA,1912.0,2
USA,1925.0,2
USA,1934.0,2
USA,1935.0,2
USA,1944.0,2
USA,1949.0,2
USA,1642.0,1
USA,1751.0,1
USA,1771.0,1
USA,1779.0,1
USA,1780.0,1
USA,1810.0,1
USA,1816.0,1
USA,1817.0,1
USA,1828.0,1
USA,1829.0,1
USA,1830.0,1
USA,1831.0,1
USA,1840.0,1
USA,1842.0,1
USA,1848.0,1
USA,1850.0,1
USA,1855.0,1
USA,1857.0,1
USA,1858.0,1
USA,1859.0,1
USA,1860.0,1
USA,1866.0,1
USA,1870.0,1
USA,1872.0,1
USA,1873.0,1
USA,1880.0,1
USA,1882.0,1
USA,1884.0,1
USA,1886.0,1
USA,1887.0,1
USA,1890.0,1
USA,1891.0,1
USA,1901.0,1
USA,1913.0,1
USA,1918.0,1
USA,1920.0,1
USA,1927.0,1
USA,1942.0,1
USA,1945.0,1
USA,1951.0,1
VANUATU,0.0,1
VANUATU,1835.0,1
VANUATU,1961.0,1
VANUATU,1978.0,1
VANUATU,1983.0,1
VANUATU,1984.0,1
VANUATU,1987.0,1
VANUATU,1992.0,1
VANUATU,2004.0,1
VANUATU,2005.0,1
VENEZUELA,2004.0,2
VENEZUELA,0.0,1
VENEZUELA,1543.0,1
VENEZUELA,1939.0,1
VENEZUELA,1959.0,1
VENEZUELA,1995.0,1
VENEZUELA,2003.0,1
VENEZUELA,2005.0,1
VIETNAM,2010.0,4
VIETNAM,2009.0,3
VIETNAM,0.0,2
VIETNAM,1868.0,1
VIETNAM,1907.0,1
VIETNAM,1936.0,1
WEST INDIES,1840.0,1
WEST INDIES,1898.0,1
WESTERN SAMOA,1972.0,1
YEMEN,1955.0,1
YEMEN ,1898.0,3
YEMEN ,1895.0,1
YEMEN ,1906.0,1
